Day,"Campaign ID","Campaign name",Impressions,"Link clicks","Amount spent (USD)","Reporting starts","Reporting ends"
2025-03-15,120211636986650312,"FB catalog",0,,0,2025-03-15,2025-03-15
2025-03-15,120211848833150312,"Traffic Video FB-Insta with recommended settings",2102,168,15.64,2025-03-15,2025-03-15
2025-03-15,120219386724380312,"Traffic Video-post FB-Insta",833,54,13.4,2025-03-15,2025-03-15
2025-03-14,120211636986650312,"FB catalog",0,,0,2025-03-14,2025-03-14
2025-03-14,120211848833150312,"Traffic Video FB-Insta with recommended settings",2020,132,14.49,2025-03-14,2025-03-14
2025-03-14,120219386724380312,"Traffic Video-post FB-Insta",880,56,14.91,2025-03-14,2025-03-14
2025-03-13,120219386724380312,"Traffic Video-post FB-Insta",757,60,15.06,2025-03-13,2025-03-13
2025-03-13,120211636986650312,"FB catalog",0,,0,2025-03-13,2025-03-13
2025-03-13,120211848833150312,"Traffic Video FB-Insta with recommended settings",1963,140,14.54,2025-03-13,2025-03-13
2025-03-12,120211636986650312,"FB catalog",0,,0,2025-03-12,2025-03-12
2025-03-12,120211848833150312,"Traffic Video FB-Insta with recommended settings",1976,170,14.37,2025-03-12,2025-03-12
2025-03-12,120219386724380312,"Traffic Video-post FB-Insta",758,33,13.28,2025-03-12,2025-03-12
2025-03-11,120211636986650312,"FB catalog",0,,0,2025-03-11,2025-03-11
2025-03-11,120211848833150312,"Traffic Video FB-Insta with recommended settings",2056,162,14.9,2025-03-11,2025-03-11
2025-03-11,120219386724380312,"Traffic Video-post FB-Insta",1017,27,18.8,2025-03-11,2025-03-11
2025-03-10,120211636986650312,"FB catalog",0,,0,2025-03-10,2025-03-10
2025-03-10,120211848833150312,"Traffic Video FB-Insta with recommended settings",1990,154,15.46,2025-03-10,2025-03-10
2025-03-10,120219386724380312,"Traffic Video-post FB-Insta",209,18,11.6,2025-03-10,2025-03-10
2025-03-09,120211848833150312,"Traffic Video FB-Insta with recommended settings",2075,147,15.39,2025-03-09,2025-03-09
2025-03-09,120219386724380312,"Traffic Video-post FB-Insta",570,47,17.82,2025-03-09,2025-03-09
2025-03-09,120211636986650312,"FB catalog",0,,0,2025-03-09,2025-03-09
2025-03-08,120219386724380312,"Traffic Video-post FB-Insta",669,45,13.14,2025-03-08,2025-03-08
2025-03-08,120211636986650312,"FB catalog",0,,0,2025-03-08,2025-03-08
2025-03-08,120211848833150312,"Traffic Video FB-Insta with recommended settings",1774,163,12.56,2025-03-08,2025-03-08
2025-03-07,120211636986650312,"FB catalog",0,,0,2025-03-07,2025-03-07
2025-03-07,120211848833150312,"Traffic Video FB-Insta with recommended settings",1535,132,9.95,2025-03-07,2025-03-07
2025-03-07,120219386724380312,"Traffic Video-post FB-Insta",407,12,6.83,2025-03-07,2025-03-07
2025-03-06,120211636986650312,"FB catalog",0,,0,2025-03-06,2025-03-06
2025-03-06,120211848833150312,"Traffic Video FB-Insta with recommended settings",1440,126,10.26,2025-03-06,2025-03-06
2025-03-06,120219386724380312,"Traffic Video-post FB-Insta",581,17,9.26,2025-03-06,2025-03-06
2025-03-05,120211636986650312,"FB catalog",0,,0,2025-03-05,2025-03-05
2025-03-05,120211848833150312,"Traffic Video FB-Insta with recommended settings",1174,120,10.22,2025-03-05,2025-03-05
2025-03-05,120219386724380312,"Traffic Video-post FB-Insta",530,9,7.74,2025-03-05,2025-03-05
2025-03-04,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-03-04,2025-03-04
2025-03-04,120211636986650312,"FB catalog",0,,0,2025-03-04,2025-03-04
2025-03-04,120211848833150312,"Traffic Video FB-Insta with recommended settings",5212,353,34.3,2025-03-04,2025-03-04
2025-03-03,120211636986650312,"FB catalog",0,,0,2025-03-03,2025-03-03
2025-03-03,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-03-03,2025-03-03
2025-03-03,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-03-03,2025-03-03
2025-03-02,120211636986650312,"FB catalog",0,,0,2025-03-02,2025-03-02
2025-03-02,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-03-02,2025-03-02
2025-03-02,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-03-02,2025-03-02
2025-03-01,120211636986650312,"FB catalog",0,,0,2025-03-01,2025-03-01
2025-03-01,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-03-01,2025-03-01
2025-03-01,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-03-01,2025-03-01
2025-02-28,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-28,2025-02-28
2025-02-28,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-28,2025-02-28
2025-02-28,120211636986650312,"FB catalog",0,,0,2025-02-28,2025-02-28
2025-02-27,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-27,2025-02-27
2025-02-27,120211636986650312,"FB catalog",0,,0,2025-02-27,2025-02-27
2025-02-27,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-27,2025-02-27
2025-02-26,120211636986650312,"FB catalog",0,,0,2025-02-26,2025-02-26
2025-02-26,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-26,2025-02-26
2025-02-26,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-26,2025-02-26
2025-02-25,120211636986650312,"FB catalog",0,,0,2025-02-25,2025-02-25
2025-02-25,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-25,2025-02-25
2025-02-25,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-25,2025-02-25
2025-02-24,120211636986650312,"FB catalog",0,,0,2025-02-24,2025-02-24
2025-02-24,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-24,2025-02-24
2025-02-24,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-24,2025-02-24
2025-02-23,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-23,2025-02-23
2025-02-23,120211636986650312,"FB catalog",0,,0,2025-02-23,2025-02-23
2025-02-23,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-23,2025-02-23
2025-02-22,120211636986650312,"FB catalog",0,,0,2025-02-22,2025-02-22
2025-02-22,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-22,2025-02-22
2025-02-22,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-22,2025-02-22
2025-02-21,120211636986650312,"FB catalog",0,,0,2025-02-21,2025-02-21
2025-02-21,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-21,2025-02-21
2025-02-21,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-21,2025-02-21
2025-02-20,120211636986650312,"FB catalog",0,,0,2025-02-20,2025-02-20
2025-02-20,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-20,2025-02-20
2025-02-20,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-20,2025-02-20
2025-02-19,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-19,2025-02-19
2025-02-19,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-19,2025-02-19
2025-02-19,120211636986650312,"FB catalog",0,,0,2025-02-19,2025-02-19
2025-02-18,120211636986650312,"FB catalog",0,,0,2025-02-18,2025-02-18
2025-02-18,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-18,2025-02-18
2025-02-18,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-18,2025-02-18
2025-02-17,120211636986650312,"FB catalog",0,,0,2025-02-17,2025-02-17
2025-02-17,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-17,2025-02-17
2025-02-17,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-17,2025-02-17
2025-02-16,120211636986650312,"FB catalog",0,,0,2025-02-16,2025-02-16
2025-02-16,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-16,2025-02-16
2025-02-16,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-16,2025-02-16
2025-02-15,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-15,2025-02-15
2025-02-15,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-15,2025-02-15
2025-02-15,120211636986650312,"FB catalog",0,,0,2025-02-15,2025-02-15
2025-02-14,120211636986650312,"FB catalog",0,,0,2025-02-14,2025-02-14
2025-02-14,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-14,2025-02-14
2025-02-14,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-14,2025-02-14
2025-02-13,120211636986650312,"FB catalog",0,,0,2025-02-13,2025-02-13
2025-02-13,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-13,2025-02-13
2025-02-13,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-13,2025-02-13
2025-02-12,120211636986650312,"FB catalog",0,,0,2025-02-12,2025-02-12
2025-02-12,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-12,2025-02-12
2025-02-12,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-12,2025-02-12
2025-02-11,120211636986650312,"FB catalog",0,,0,2025-02-11,2025-02-11
2025-02-11,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-11,2025-02-11
2025-02-11,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-11,2025-02-11
2025-02-10,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-10,2025-02-10
2025-02-10,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-10,2025-02-10
2025-02-10,120211636986650312,"FB catalog",0,,0,2025-02-10,2025-02-10
2025-02-09,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-09,2025-02-09
2025-02-09,120211636986650312,"FB catalog",0,,0,2025-02-09,2025-02-09
2025-02-09,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-09,2025-02-09
2025-02-08,120211636986650312,"FB catalog",0,,0,2025-02-08,2025-02-08
2025-02-08,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-08,2025-02-08
2025-02-08,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-08,2025-02-08
2025-02-07,120211636986650312,"FB catalog",0,,0,2025-02-07,2025-02-07
2025-02-07,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-07,2025-02-07
2025-02-07,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-07,2025-02-07
2025-02-06,120211636986650312,"FB catalog",0,,0,2025-02-06,2025-02-06
2025-02-06,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-06,2025-02-06
2025-02-06,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-06,2025-02-06
2025-02-05,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-05,2025-02-05
2025-02-05,120211636986650312,"FB catalog",0,,0,2025-02-05,2025-02-05
2025-02-05,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-05,2025-02-05
2025-02-04,120211636986650312,"FB catalog",0,,0,2025-02-04,2025-02-04
2025-02-04,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-04,2025-02-04
2025-02-04,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-04,2025-02-04
2025-02-03,120211636986650312,"FB catalog",0,,0,2025-02-03,2025-02-03
2025-02-03,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-03,2025-02-03
2025-02-03,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-03,2025-02-03
2025-02-02,120211636986650312,"FB catalog",0,,0,2025-02-02,2025-02-02
2025-02-02,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-02,2025-02-02
2025-02-02,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-02,2025-02-02
2025-02-01,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-02-01,2025-02-01
2025-02-01,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-02-01,2025-02-01
2025-02-01,120211636986650312,"FB catalog",0,,0,2025-02-01,2025-02-01
2025-01-31,120211636986650312,"FB catalog",0,,0,2025-01-31,2025-01-31
2025-01-31,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-31,2025-01-31
2025-01-31,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-31,2025-01-31
2025-01-30,120211636986650312,"FB catalog",0,,0,2025-01-30,2025-01-30
2025-01-30,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-30,2025-01-30
2025-01-30,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-30,2025-01-30
2025-01-29,120211636986650312,"FB catalog",0,,0,2025-01-29,2025-01-29
2025-01-29,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-29,2025-01-29
2025-01-29,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-29,2025-01-29
2025-01-28,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-28,2025-01-28
2025-01-28,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-28,2025-01-28
2025-01-28,120211636986650312,"FB catalog",0,,0,2025-01-28,2025-01-28
2025-01-27,120211636986650312,"FB catalog",0,,0,2025-01-27,2025-01-27
2025-01-27,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-27,2025-01-27
2025-01-27,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-27,2025-01-27
2025-01-26,120211636986650312,"FB catalog",0,,0,2025-01-26,2025-01-26
2025-01-26,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-26,2025-01-26
2025-01-26,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-26,2025-01-26
2025-01-25,120211636986650312,"FB catalog",0,,0,2025-01-25,2025-01-25
2025-01-25,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-25,2025-01-25
2025-01-25,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-25,2025-01-25
2025-01-24,120211636986650312,"FB catalog",0,,0,2025-01-24,2025-01-24
2025-01-24,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-24,2025-01-24
2025-01-24,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-24,2025-01-24
2025-01-23,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-23,2025-01-23
2025-01-23,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-23,2025-01-23
2025-01-23,120211636986650312,"FB catalog",0,,0,2025-01-23,2025-01-23
2025-01-22,120211636986650312,"FB catalog",0,,0,2025-01-22,2025-01-22
2025-01-22,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-22,2025-01-22
2025-01-22,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-22,2025-01-22
2025-01-21,120211636986650312,"FB catalog",0,,0,2025-01-21,2025-01-21
2025-01-21,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-21,2025-01-21
2025-01-21,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-21,2025-01-21
2025-01-20,120211636986650312,"FB catalog",0,,0,2025-01-20,2025-01-20
2025-01-20,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-20,2025-01-20
2025-01-20,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-20,2025-01-20
2025-01-19,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-19,2025-01-19
2025-01-19,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-19,2025-01-19
2025-01-19,120211636986650312,"FB catalog",0,,0,2025-01-19,2025-01-19
2025-01-18,120211636986650312,"FB catalog",0,,0,2025-01-18,2025-01-18
2025-01-18,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-18,2025-01-18
2025-01-18,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-18,2025-01-18
2025-01-17,120211636986650312,"FB catalog",0,,0,2025-01-17,2025-01-17
2025-01-17,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-17,2025-01-17
2025-01-17,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-17,2025-01-17
2025-01-16,120211636986650312,"FB catalog",0,,0,2025-01-16,2025-01-16
2025-01-16,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-16,2025-01-16
2025-01-16,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-16,2025-01-16
2025-01-15,120211636986650312,"FB catalog",0,,0,2025-01-15,2025-01-15
2025-01-15,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-15,2025-01-15
2025-01-15,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-15,2025-01-15
2025-01-14,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-14,2025-01-14
2025-01-14,120211636986650312,"FB catalog",0,,0,2025-01-14,2025-01-14
2025-01-14,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-14,2025-01-14
2025-01-13,120211636986650312,"FB catalog",0,,0,2025-01-13,2025-01-13
2025-01-13,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-13,2025-01-13
2025-01-13,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-13,2025-01-13
2025-01-12,120211636986650312,"FB catalog",0,,0,2025-01-12,2025-01-12
2025-01-12,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-12,2025-01-12
2025-01-12,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-12,2025-01-12
2025-01-11,120211636986650312,"FB catalog",0,,0,2025-01-11,2025-01-11
2025-01-11,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-11,2025-01-11
2025-01-11,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-11,2025-01-11
2025-01-10,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-10,2025-01-10
2025-01-10,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-10,2025-01-10
2025-01-10,120211636986650312,"FB catalog",0,,0,2025-01-10,2025-01-10
2025-01-09,120211636986650312,"FB catalog",0,,0,2025-01-09,2025-01-09
2025-01-09,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-09,2025-01-09
2025-01-09,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-09,2025-01-09
2025-01-08,120211636986650312,"FB catalog",0,,0,2025-01-08,2025-01-08
2025-01-08,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-08,2025-01-08
2025-01-08,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-08,2025-01-08
2025-01-07,120211636986650312,"FB catalog",0,,0,2025-01-07,2025-01-07
2025-01-07,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-07,2025-01-07
2025-01-07,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-07,2025-01-07
2025-01-06,120211636986650312,"FB catalog",0,,0,2025-01-06,2025-01-06
2025-01-06,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-06,2025-01-06
2025-01-06,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-06,2025-01-06
2025-01-05,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-05,2025-01-05
2025-01-05,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-05,2025-01-05
2025-01-05,120211636986650312,"FB catalog",0,,0,2025-01-05,2025-01-05
2025-01-04,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-04,2025-01-04
2025-01-04,120211636986650312,"FB catalog",0,,0,2025-01-04,2025-01-04
2025-01-04,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-04,2025-01-04
2025-01-03,120211636986650312,"FB catalog",0,,0,2025-01-03,2025-01-03
2025-01-03,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-03,2025-01-03
2025-01-03,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-03,2025-01-03
2025-01-02,120211636986650312,"FB catalog",0,,0,2025-01-02,2025-01-02
2025-01-02,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-02,2025-01-02
2025-01-02,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-02,2025-01-02
2025-01-01,120211636986650312,"FB catalog",0,,0,2025-01-01,2025-01-01
2025-01-01,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2025-01-01,2025-01-01
2025-01-01,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2025-01-01,2025-01-01
2024-12-31,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-31,2024-12-31
2024-12-31,120211636986650312,"FB catalog",0,,0,2024-12-31,2024-12-31
2024-12-31,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-31,2024-12-31
2024-12-30,120211636986650312,"FB catalog",0,,0,2024-12-30,2024-12-30
2024-12-30,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-30,2024-12-30
2024-12-30,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-30,2024-12-30
2024-12-29,120211636986650312,"FB catalog",0,,0,2024-12-29,2024-12-29
2024-12-29,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-29,2024-12-29
2024-12-29,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-29,2024-12-29
2024-12-28,120211636986650312,"FB catalog",0,,0,2024-12-28,2024-12-28
2024-12-28,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-28,2024-12-28
2024-12-28,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-28,2024-12-28
2024-12-27,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-27,2024-12-27
2024-12-27,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-27,2024-12-27
2024-12-27,120211636986650312,"FB catalog",0,,0,2024-12-27,2024-12-27
2024-12-26,120211636986650312,"FB catalog",0,,0,2024-12-26,2024-12-26
2024-12-26,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-26,2024-12-26
2024-12-26,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-26,2024-12-26
2024-12-25,120211636986650312,"FB catalog",0,,0,2024-12-25,2024-12-25
2024-12-25,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-25,2024-12-25
2024-12-25,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-25,2024-12-25
2024-12-24,120211636986650312,"FB catalog",0,,0,2024-12-24,2024-12-24
2024-12-24,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-24,2024-12-24
2024-12-24,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-24,2024-12-24
2024-12-23,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-23,2024-12-23
2024-12-23,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-23,2024-12-23
2024-12-23,120211636986650312,"FB catalog",0,,0,2024-12-23,2024-12-23
2024-12-22,120211636986650312,"FB catalog",0,,0,2024-12-22,2024-12-22
2024-12-22,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-22,2024-12-22
2024-12-22,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-22,2024-12-22
2024-12-21,120211636986650312,"FB catalog",0,,0,2024-12-21,2024-12-21
2024-12-21,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-21,2024-12-21
2024-12-21,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-21,2024-12-21
2024-12-20,120211636986650312,"FB catalog",0,,0,2024-12-20,2024-12-20
2024-12-20,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-20,2024-12-20
2024-12-20,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-20,2024-12-20
2024-12-19,120211636986650312,"FB catalog",0,,0,2024-12-19,2024-12-19
2024-12-19,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-19,2024-12-19
2024-12-19,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-19,2024-12-19
2024-12-18,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-18,2024-12-18
2024-12-18,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-18,2024-12-18
2024-12-18,120211636986650312,"FB catalog",0,,0,2024-12-18,2024-12-18
2024-12-17,120211636986650312,"FB catalog",0,,0,2024-12-17,2024-12-17
2024-12-17,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-17,2024-12-17
2024-12-17,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-17,2024-12-17
2024-12-16,120211636986650312,"FB catalog",0,,0,2024-12-16,2024-12-16
2024-12-16,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-16,2024-12-16
2024-12-16,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-16,2024-12-16
2024-12-15,120211636986650312,"FB catalog",0,,0,2024-12-15,2024-12-15
2024-12-15,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-15,2024-12-15
2024-12-15,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-15,2024-12-15
2024-12-14,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-14,2024-12-14
2024-12-14,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-14,2024-12-14
2024-12-14,120211636986650312,"FB catalog",0,,0,2024-12-14,2024-12-14
2024-12-13,120211636986650312,"FB catalog",0,,0,2024-12-13,2024-12-13
2024-12-13,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-13,2024-12-13
2024-12-13,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-13,2024-12-13
2024-12-12,120211636986650312,"FB catalog",0,,0,2024-12-12,2024-12-12
2024-12-12,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-12,2024-12-12
2024-12-12,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-12,2024-12-12
2024-12-11,120211636986650312,"FB catalog",0,,0,2024-12-11,2024-12-11
2024-12-11,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-11,2024-12-11
2024-12-11,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-11,2024-12-11
2024-12-10,120211636986650312,"FB catalog",0,,0,2024-12-10,2024-12-10
2024-12-10,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-10,2024-12-10
2024-12-10,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-10,2024-12-10
2024-12-09,120219386724380312,"Traffic Video-post FB-Insta",0,,0,2024-12-09,2024-12-09
2024-12-09,120211636986650312,"FB catalog",0,,0,2024-12-09,2024-12-09
2024-12-09,120211848833150312,"Traffic Video FB-Insta with recommended settings",0,,0,2024-12-09,2024-12-09
2024-12-08,120211636986650312,"FB catalog",0,,0,2024-12-08,2024-12-08
