date/time,type,order id,sku,description,quantity,order city,order state,product sales,selling fees,fba fees
"February 21, 2024",Order,492-8972118-1500460,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Spokane,WA,54.9,-8.24,-12.27
"February 21, 2024",Order,916-1084855-6100757,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Phoenix,AZ,54.9,-8.24,-11.5
"February 21, 2024",Order,932-2848009-7715606,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Jacksonville,FL,54.9,-8.24,-12.65
"February 21, 2024",Order,827-9101886-5708132,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Dallas,TX,54.9,-8.24,-11.5
"February 21, 2024",Order,521-8318200-7174799,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Denver,CO,54.9,-8.24,-8.15
"February 21, 2024",Order,345-1349763-5043903,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Tampa,FL,54.9,-8.24,-12.27
"February 21, 2024",Order,155-3890986-9846215,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Tampa,FL,54.9,-8.24,-11.5
"February 22, 2024",Refund,800-6298961-2160778,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Miami,FL,-54.9,8.24,0
"February 22, 2024",Order,980-4954273-7280680,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Phoenix,AZ,54.9,-8.24,-12.65
"February 22, 2024",Order,232-9777187-7107876,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Antonio,TX,54.9,-8.24,-12.27
"February 22, 2024",Order,754-3089520-8327506,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Phoenix,AZ,54.9,-8.24,-8.15
"February 22, 2024",Order,125-8924969-1449041,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Naperville,IL,54.9,-8.24,-12.65
"February 22, 2024",Order,194-8881736-9410570,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Tampa,FL,54.9,-8.24,-11.5
"February 22, 2024",Order,758-7880704-5056615,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Orlando,FL,54.9,-8.24,-12.65
"February 22, 2024",Order,548-2959389-2128310,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Buffalo,NY,54.9,-8.24,-11.5
"February 23, 2024",Order,463-2773558-4286524,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,New York,NY,54.9,-8.24,-11.5
"February 23, 2024",Order,340-2534453-6156862,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Diego,CA,54.9,-8.24,-12.65
"February 23, 2024",Order,743-1686092-1486212,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,New York,NY,54.9,-8.24,-11.5
"February 23, 2024",Order,990-6396180-9014642,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Diego,CA,54.9,-8.24,-12.65
"February 23, 2024",Order,548-8642754-5961087,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Diego,CA,54.9,-8.24,-12.27
"February 23, 2024",Order,877-7942218-7684660,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,New York,NY,54.9,-8.24,-12.65
"February 23, 2024",Order,251-9280542-2942766,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,San Antonio,TX,54.9,-8.24,-12.65
"February 23, 2024",Order,654-6083259-3324289,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Colorado Springs,CO,54.9,-8.24,-11.5
"February 23, 2024",Order,556-8879637-6464971,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Francisco,CA,54.9,-8.24,-12.27
"February 23, 2024",Order,888-5507583-2086729,32-IQYL-UHAB,Car Seat for Dog-Black,1,Austin,TX,54.9,-8.24,-8.15
"February 24, 2024",Order,613-1363311-7735052,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Chicago,IL,54.9,-8.24,-11.5
"February 24, 2024",Order,804-8505514-2535306,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Orlando,FL,54.9,-8.24,-12.27
"February 24, 2024",Order,292-3845677-1931902,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Phoenix,AZ,54.9,-8.24,-12.27
"February 24, 2024",Order,871-4364147-3716224,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Houston,TX,54.9,-8.24,-12.27
"February 24, 2024",Order,806-8303214-5476500,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Antonio,TX,54.9,-8.24,-12.27
"February 24, 2024",Order,710-5443493-1953867,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,San Jose,CA,54.9,-8.24,-12.65
"February 24, 2024",Order,586-8078532-8323539,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Los Angeles,CA,54.9,-8.24,-12.65
"February 24, 2024",Order,752-8204294-7954777,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Antonio,TX,54.9,-8.24,-12.65
"February 25, 2024",Order,908-4791495-4849679,32-IQYL-UHAB,Car Seat for Dog-Black,1,Los Angeles,CA,54.9,-8.24,-8.15
"February 25, 2024",Order,933-4651399-4675183,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Naperville,IL,54.9,-8.24,-11.5
"February 25, 2024",Order,209-9012817-1030821,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Austin,TX,54.9,-8.24,-12.65
"February 25, 2024",Order,313-3228060-7384554,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Phoenix,AZ,54.9,-8.24,-12.27
"February 25, 2024",Order,124-3210889-4885680,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Rochester,NY,54.9,-8.24,-12.65
"February 26, 2024",Order,546-4370603-9657399,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Dallas,TX,54.9,-8.24,-12.65
"February 26, 2024",Order,608-7014429-8267960,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Colorado Springs,CO,54.9,-8.24,-12.65
"February 26, 2024",Order,989-3373636-8143228,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Austin,TX,54.9,-8.24,-11.5
"February 27, 2024",Order,306-5553606-9032647,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Antonio,TX,54.9,-8.24,-12.27
"February 27, 2024",Order,901-3567422-5356946,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Denver,CO,54.9,-8.24,-8.15
"February 27, 2024",Order,199-7220212-8619882,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Los Angeles,CA,54.9,-8.24,-11.5
"February 27, 2024",Order,822-7382646-1467924,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Naperville,IL,54.9,-8.24,-12.65
"February 27, 2024",Order,500-9253779-4909331,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Houston,TX,54.9,-8.24,-12.65
"February 27, 2024",Order,355-1665553-8621776,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,New York,NY,54.9,-8.24,-11.5
"February 27, 2024",Order,947-1760774-6145639,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Diego,CA,54.9,-8.24,-12.65
"February 27, 2024",Order,434-3871113-6959141,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Austin,TX,54.9,-8.24,-12.65
"February 27, 2024",Order,749-4652295-6214157,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Dallas,TX,54.9,-8.24,-8.15
"February 27, 2024",Order,701-1080506-9072384,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,New York,NY,54.9,-8.24,-11.5
"February 28, 2024",Order,981-3705081-2417487,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Los Angeles,CA,54.9,-8.24,-11.5
"February 28, 2024",Order,914-2241836-6304871,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,Chicago,IL,54.9,-8.24,-12.65
"February 28, 2024",Order,510-2889583-6214374,32-IQYL-UHAB,Car Seat for Dog-Black,1,Chicago,IL,54.9,-8.24,-8.15
"February 28, 2024",Order,767-8480010-6645484,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Los Angeles,CA,54.9,-8.24,-11.5
"February 28, 2024",Order,831-8690291-1163985,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,San Diego,CA,54.9,-8.24,-12.27
"February 29, 2024",Order,115-5083392-6163871,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Rochester,NY,54.9,-8.24,-11.5
"February 29, 2024",Order,457-5457180-5823295,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Seattle,WA,54.9,-8.24,-11.5
"February 29, 2024",Order,551-1711177-4460870,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Orlando,FL,54.9,-8.24,-11.5
"February 29, 2024",Order,990-2863440-4239128,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,New York,NY,54.9,-8.24,-11.5
"February 29, 2024",Order,784-1432665-8385769,8O-DXOB-HH5A,Car Seat for Dog-Rainbow,1,Los Angeles,CA,54.9,-8.24,-8.15
"February 29, 2024",Order,957-9927693-1148328,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,San Francisco,CA,54.9,-8.24,-11.5
"February 29, 2024",Order,690-2421115-9681455,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Los Angeles,CA,54.9,-8.24,-12.27
"February 29, 2024",Order,365-7466905-7778468,OT-T2IP-D9BI,Car Seat for Dog-Pink,1,Miami,FL,54.9,-8.24,-12.27
"February 29, 2024",Order,590-7609790-3233140,03-ZPPH-X7CL,Car Seat for Dog-Brown,1,Los Angeles,CA,54.9,-8.24,-12.65
"February 29, 2024",Order,424-3428652-4671933,WS-L9LR-FMUA,Car Seat for Dog-Grey,1,San Diego,CA,54.9,-8.24,-12.65
"February 29, 2024",Order,586-9431975-2089450,32-IQYL-UHAB,Car Seat for Dog-Black,1,San Diego,CA,54.9,-8.24,-8.15
"February 29, 2024",Order,657-5556661-1744594,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Dallas,TX,54.9,-8.24,-11.5
"February 29, 2024",Order,630-1383831-5475044,II-1JLZ-7YG6,Car Seat for Dog-Beige,1,Orlando,FL,54.9,-8.24,-11.5
